bid px,bid size,bid size cumulative,bid sum,bid sum cumulative,exchange,time
0,17559.5,19.6979,19.6979,345885.27505,345885.27505,FTXUS,2020-11-17 22:56:55
1,17558.5,0.1423,0.1423,2498.57455,2498.57455,FTX,2020-11-17 22:56:55
2,17558.0,0.4267,0.569,7491.9986,9990.57315,FTX,2020-11-17 22:56:55
3,17556.5,0.022,0.591,386.243,10376.81615,FTX,2020-11-17 22:56:55
4,17556.0,11.703,12.294,205457.868,215834.68415,FTX,2020-11-17 22:56:55
5,17553.5,0.6476,20.3455,11367.6466,357252.92165,FTXUS,2020-11-17 22:56:55
6,17552.0,0.1,12.394,1755.2,217589.88415,FTX,2020-11-17 22:56:55
7,17551.5,0.0594,12.4534,1042.5591,218632.44325,FTX,2020-11-17 22:56:55
8,17551.0,0.0073,12.4607,128.1223,218760.56555,FTX,2020-11-17 22:56:55
9,17550.5,0.564,13.0247,9898.482,228659.04755,FTX,2020-11-17 22:56:55
10,17550.0,62.208,82.5535,1091750.4,1449003.32165,FTXUS,2020-11-17 22:56:55
11,17549.5,0.0001,13.0248,1.75495,228660.8025,FTX,2020-11-17 22:56:55
12,17549.0,0.8533,13.8781,14974.5617,243635.3642,FTX,2020-11-17 22:56:55
13,17548.5,0.0297,13.9078,521.19045,244156.55465,FTX,2020-11-17 22:56:55
14,17548.0,0.0891,13.9969,1563.5268,245720.08145,FTX,2020-11-17 22:56:55
15,17547.0,0.923,14.9199,16195.881,261915.96245,FTX,2020-11-17 22:56:55
16,17546.0,94.6356,177.1891,1660476.2376,3109479.55925,FTXUS,2020-11-17 22:56:55
17,17546.0,0.0097,14.9296,170.1962,262086.15865,FTX,2020-11-17 22:56:55
18,17545.5,0.01,14.9396,175.455,262261.61365,FTX,2020-11-17 22:56:55
19,17544.5,0.4516,15.3912,7923.0962,270184.70985,FTX,2020-11-17 22:56:55
0,17558.5,0.1423,0.1423,2498.57455,2498.57455,FTX,2020-11-17 22:57:06
1,17558.0,0.4267,0.569,7491.9986,9990.57315,FTX,2020-11-17 22:57:06
2,17556.5,0.022,0.591,386.243,10376.81615,FTX,2020-11-17 22:57:06
3,17556.0,11.703,12.294,205457.868,215834.68415,FTX,2020-11-17 22:57:06
4,17553.5,0.6476,0.6476,11367.6466,11367.6466,FTXUS,2020-11-17 22:57:06
5,17552.0,0.1072,12.4012,1881.5744,217716.25855,FTX,2020-11-17 22:57:06
6,17551.5,0.0594,12.4606,1042.5591,218758.81765,FTX,2020-11-17 22:57:06
7,17550.5,0.564,13.0246,9898.482,228657.29965,FTX,2020-11-17 22:57:06
8,17550.0,0.01,13.0346,175.5,228832.79965,FTX,2020-11-17 22:57:06
9,17550.0,62.208,62.8556,1091750.4,1103118.0466,FTXUS,2020-11-17 22:57:06
10,17549.5,0.0298,13.0644,522.9751,229355.77475,FTX,2020-11-17 22:57:06
11,17549.0,0.8533,13.9177,14974.5617,244330.33645,FTX,2020-11-17 22:57:06
12,17548.5,0.0891,14.0068,1563.57135,245893.9078,FTX,2020-11-17 22:57:06
13,17548.0,0.8905,14.8973,15626.494,261520.4018,FTX,2020-11-17 22:57:06
14,17547.5,0.0097,14.907,170.21075,261690.61255,FTX,2020-11-17 22:57:06
15,17547.0,0.923,15.83,16195.881,277886.49355,FTX,2020-11-17 22:57:06
16,17546.0,0.3266,16.1566,5730.5236,283617.01715,FTX,2020-11-17 22:57:06
17,17546.0,94.6356,157.4912,1660476.2376,2763594.2842,FTXUS,2020-11-17 22:57:06
18,17545.5,0.01,16.1666,175.455,283792.47215,FTX,2020-11-17 22:57:06
19,17544.5,0.125,16.2916,2193.0625,285985.53465,FTX,2020-11-17 22:57:06
0,17565.0,16.8602,16.8602,296149.413,296149.413,FTX,2020-11-17 22:57:11
1,17564.5,0.1422,17.0024,2497.6719,298647.0849,FTX,2020-11-17 22:57:11
2,17562.5,0.4266,17.429,7492.1625,306139.2474,FTX,2020-11-17 22:57:11
3,17560.5,0.0937,17.5227,1645.41885,307784.66625,FTX,2020-11-17 22:57:11
4,17559.5,15.3676,15.3676,269847.3722,269847.3722,FTXUS,2020-11-17 22:57:11
5,17556.5,0.1,17.6227,1755.65,309540.31625,FTX,2020-11-17 22:57:11
6,17556.0,11.5853,29.208,203391.5268,512931.84305,FTX,2020-11-17 22:57:11
7,17555.5,0.671,29.879,11779.7405,524711.58355,FTX,2020-11-17 22:57:11
8,17554.5,0.4451,30.3241,7813.50795,532525.0915,FTX,2020-11-17 22:57:11
9,17554.0,0.0594,30.3835,1042.7076,533567.7991,FTX,2020-11-17 22:57:11
10,17553.5,0.6476,16.0152,11367.6466,281215.0188,FTXUS,2020-11-17 22:57:11
11,17553.5,0.8532,31.2367,14976.6462,548544.4453,FTX,2020-11-17 22:57:11
12,17552.0,0.8974,32.1341,15751.1648,564295.6101,FTX,2020-11-17 22:57:11
13,17551.5,0.0297,32.1638,521.27955,564816.88965,FTX,2020-11-17 22:57:11
14,17551.0,0.1188,32.2826,2085.0588,566901.94845,FTX,2020-11-17 22:57:11
15,17550.5,0.0891,32.3717,1563.74955,568465.698,FTX,2020-11-17 22:57:11
16,17550.0,62.208,78.2232,1091750.4,1372965.4188,FTXUS,2020-11-17 22:57:11
17,17549.5,0.0001,32.3718,1.75495,568467.45295,FTX,2020-11-17 22:57:11
18,17547.5,0.0097,32.3815,170.21075,568637.6637,FTX,2020-11-17 22:57:11
19,17547.0,1.2496,33.6311,21926.7312,590564.3949,FTX,2020-11-17 22:57:11
0,17565.0,16.8822,16.8822,296535.843,296535.843,FTX,2020-11-17 22:57:15
1,17564.5,0.1422,17.0244,2497.6719,299033.5149,FTX,2020-11-17 22:57:15
2,17562.5,0.4266,17.451,7492.1625,306525.6774,FTX,2020-11-17 22:57:15
3,17560.5,0.0937,17.5447,1645.41885,308171.09625,FTX,2020-11-17 22:57:15
4,17559.5,16.3059,16.3059,286323.45105,286323.45105,FTXUS,2020-11-17 22:57:15
5,17556.5,0.1,17.6447,1755.65,309926.74625,FTX,2020-11-17 22:57:15
6,17556.0,11.5853,29.23,203391.5268,513318.27305,FTX,2020-11-17 22:57:15
7,17555.5,1.6206,30.8506,28450.4433,541768.71635,FTX,2020-11-17 22:57:15
8,17553.5,0.8829,31.7335,15497.98515,557266.7015,FTX,2020-11-17 22:57:15
9,17552.0,0.0891,31.8226,1563.8832,558830.5847,FTX,2020-11-17 22:57:15
10,17551.5,0.0073,31.8299,128.12595,558958.71065,FTX,2020-11-17 22:57:15
11,17550.0,62.208,78.5139,1091750.4,1378073.85105,FTXUS,2020-11-17 22:57:15
12,17549.5,0.0001,31.83,1.75495,558960.4656,FTX,2020-11-17 22:57:15
13,17549.0,0.3265,32.1565,5729.7485,564690.2141,FTX,2020-11-17 22:57:15
14,17547.5,0.0097,32.1662,170.21075,564860.42485,FTX,2020-11-17 22:57:15
15,17547.0,0.923,33.0892,16195.881,581056.30585,FTX,2020-11-17 22:57:15
16,17546.0,94.6356,173.1495,1660476.2376,3038550.08865,FTXUS,2020-11-17 22:57:15
17,17544.5,0.125,33.2142,2193.0625,583249.36835,FTX,2020-11-17 22:57:15
18,17541.0,89.6511,262.8006,1572569.9451,4611120.03375,FTXUS,2020-11-17 22:57:15
19,17539.0,0.0172,33.2314,301.6708,583551.03915,FTX,2020-11-17 22:57:15
0,17568.0,23.719,23.719,416695.392,416695.392,FTX,2020-11-17 22:57:15
1,17566.5,0.1422,23.8612,2497.9563,419193.3483,FTX,2020-11-17 22:57:15
2,17563.0,0.022,23.8832,386.386,419579.7343,FTX,2020-11-17 22:57:15
3,17562.5,0.4266,24.3098,7492.1625,427071.8968,FTX,2020-11-17 22:57:15
4,17560.5,0.0937,24.4035,1645.41885,428717.31565,FTX,2020-11-17 22:57:15
5,17559.5,16.3059,16.3059,286323.45105,286323.45105,FTXUS,2020-11-17 22:57:15
6,17558.0,0.125,24.5285,2194.75,430912.06565,FTX,2020-11-17 22:57:15
7,17556.5,0.5451,25.0736,9570.04815,440482.1138,FTX,2020-11-17 22:57:15
8,17556.0,12.4754,37.549,219018.1224,659500.2362,FTX,2020-11-17 22:57:15
9,17555.5,0.7304,38.2794,12822.5372,672322.7734,FTX,2020-11-17 22:57:15
10,17554.0,0.0072,38.2866,126.3888,672449.1622,FTX,2020-11-17 22:57:15
11,17553.5,1.0016,39.2882,17581.5856,690030.7478,FTX,2020-11-17 22:57:15
12,17552.0,0.0891,39.3773,1563.8832,691594.631,FTX,2020-11-17 22:57:15
13,17550.0,62.208,78.5139,1091750.4,1378073.85105,FTXUS,2020-11-17 22:57:15
14,17549.5,0.0098,39.3871,171.9851,691766.6161,FTX,2020-11-17 22:57:15
15,17549.0,0.3265,39.7136,5729.7485,697496.3646,FTX,2020-11-17 22:57:15
16,17547.0,0.923,40.6366,16195.881,713692.2456,FTX,2020-11-17 22:57:15
17,17546.0,94.6356,173.1495,1660476.2376,3038550.08865,FTXUS,2020-11-17 22:57:15
18,17541.0,89.6511,262.8006,1572569.9451,4611120.03375,FTXUS,2020-11-17 22:57:15
19,17539.0,0.0172,40.6538,301.6708,713993.9164,FTX,2020-11-17 22:57:15
0,17568.0,23.7108,23.7108,416551.3344,416551.3344,FTX,2020-11-17 22:57:16
1,17566.5,0.1422,23.853,2497.9563,419049.2907,FTX,2020-11-17 22:57:16
2,17563.0,0.022,23.875,386.386,419435.6767,FTX,2020-11-17 22:57:16
3,17562.5,0.4266,24.3016,7492.1625,426927.8392,FTX,2020-11-17 22:57:16
4,17561.0,10.3446,34.6462,181661.5206,608589.3598,FTX,2020-11-17 22:57:16
5,17560.5,0.0937,34.7399,1645.41885,610234.77865,FTX,2020-11-17 22:57:16
6,17559.5,16.3059,16.3059,286323.45105,286323.45105,FTXUS,2020-11-17 22:57:16
7,17558.0,0.125,34.8649,2194.75,612429.52865,FTX,2020-11-17 22:57:16
8,17556.5,0.6045,35.4694,10612.90425,623042.4329,FTX,2020-11-17 22:57:16
9,17556.0,0.9001,36.3695,15802.1556,638844.5885,FTX,2020-11-17 22:57:16
10,17555.5,0.671,37.0405,11779.7405,650624.329,FTX,2020-11-17 22:57:16
11,17555.0,0.0072,37.0477,126.396,650750.725,FTX,2020-11-17 22:57:16
12,17554.5,0.0297,37.0774,521.36865,651272.09365,FTX,2020-11-17 22:57:16
13,17553.5,1.061,38.1384,18624.2635,669896.35715,FTX,2020-11-17 22:57:16
14,17550.5,0.3265,38.4649,5730.23825,675626.5954,FTX,2020-11-17 22:57:16
15,17550.0,62.208,78.5139,1091750.4,1378073.85105,FTXUS,2020-11-17 22:57:16
16,17549.5,0.0001,38.465,1.75495,675628.35035,FTX,2020-11-17 22:57:16
17,17547.5,0.0097,38.4747,170.21075,675798.5611,FTX,2020-11-17 22:57:16
18,17547.0,0.923,39.3977,16195.881,691994.4421,FTX,2020-11-17 22:57:16
19,17546.0,94.6356,173.1495,1660476.2376,3038550.08865,FTXUS,2020-11-17 22:57:16
0,17568.0,23.7108,23.7108,416551.3344,416551.3344,FTX,2020-11-17 22:57:21
1,17566.5,0.1422,23.853,2497.9563,419049.2907,FTX,2020-11-17 22:57:21
2,17565.0,19.8742,19.8742,349090.323,349090.323,FTXUS,2020-11-17 22:57:21
3,17563.0,0.022,23.875,386.386,419435.6767,FTX,2020-11-17 22:57:21
4,17562.5,0.4266,24.3016,7492.1625,426927.8392,FTX,2020-11-17 22:57:21
5,17561.0,10.3446,34.6462,181661.5206,608589.3598,FTX,2020-11-17 22:57:21
6,17560.5,0.0937,34.7399,1645.41885,610234.77865,FTX,2020-11-17 22:57:21
7,17559.5,0.9383,20.8125,16476.07885,365566.40185,FTXUS,2020-11-17 22:57:21
8,17558.0,0.125,34.8649,2194.75,612429.52865,FTX,2020-11-17 22:57:21
9,17556.5,0.6145,35.4794,10788.46925,623217.9979,FTX,2020-11-17 22:57:21
10,17556.0,0.8901,36.3695,15626.5956,638844.5935,FTX,2020-11-17 22:57:21
11,17555.5,0.671,37.0405,11779.7405,650624.334,FTX,2020-11-17 22:57:21
12,17555.0,76.5101,97.3226,1343134.8055,1708701.20735,FTXUS,2020-11-17 22:57:21
13,17553.5,0.9719,38.0124,17060.24665,667684.58065,FTX,2020-11-17 22:57:21
14,17550.0,62.208,159.5306,1091750.4,2800451.60735,FTXUS,2020-11-17 22:57:21
15,17549.5,0.0001,38.0125,1.75495,667686.3356,FTX,2020-11-17 22:57:21
16,17549.5,99.0525,258.5831,1738321.84875,4538773.4561,FTXUS,2020-11-17 22:57:21
17,17547.0,0.923,38.9355,16195.881,683882.2166,FTX,2020-11-17 22:57:21
18,17541.0,89.6511,348.2342,1572569.9451,6111343.4012,FTXUS,2020-11-17 22:57:21
19,17539.0,0.0172,38.9527,301.6708,684183.8874,FTX,2020-11-17 22:57:21
0,17566.5,0.1422,0.1422,2497.9563,2497.9563,FTX,2020-11-17 22:57:30
1,17565.0,19.8742,19.8742,349090.323,349090.323,FTXUS,2020-11-17 22:57:30
2,17563.0,0.022,0.1642,386.386,2884.3423,FTX,2020-11-17 22:57:30
3,17562.5,0.4266,0.5908,7492.1625,10376.5048,FTX,2020-11-17 22:57:30
4,17561.0,10.3446,10.9354,181661.5206,192038.0254,FTX,2020-11-17 22:57:30
5,17560.5,0.0937,11.0291,1645.41885,193683.44425,FTX,2020-11-17 22:57:30
6,17559.5,0.9383,20.8125,16476.07885,365566.40185,FTXUS,2020-11-17 22:57:30
7,17558.0,0.125,11.1541,2194.75,195878.19425,FTX,2020-11-17 22:57:30
8,17557.0,0.0072,11.1613,126.4104,196004.60465,FTX,2020-11-17 22:57:30
9,17556.5,0.6045,11.7658,10612.90425,206617.5089,FTX,2020-11-17 22:57:30
10,17556.0,1.0385,12.8043,18231.906,224849.4149,FTX,2020-11-17 22:57:30
11,17555.5,0.671,13.4753,11779.7405,236629.1554,FTX,2020-11-17 22:57:30
12,17555.0,76.5101,97.3226,1343134.8055,1708701.20735,FTXUS,2020-11-17 22:57:30
13,17554.5,0.0891,13.5644,1564.10595,238193.26135,FTX,2020-11-17 22:57:30
14,17553.5,0.8532,14.4176,14976.6462,253169.90755,FTX,2020-11-17 22:57:30
15,17552.0,0.0097,14.4273,170.2544,253340.16195,FTX,2020-11-17 22:57:30
16,17551.5,0.3265,14.7538,5730.56475,259070.7267,FTX,2020-11-17 22:57:30
17,17550.0,62.208,159.5306,1091750.4,2800451.60735,FTXUS,2020-11-17 22:57:30
18,17549.5,0.0001,14.7539,1.75495,259072.48165,FTX,2020-11-17 22:57:30
19,17549.0,95.7813,255.3119,1680866.0337,4481317.64105,FTXUS,2020-11-17 22:57:30
0,17564.5,0.1422,0.1422,2497.6719,2497.6719,FTX,2020-11-17 22:57:35
1,17564.0,18.5491,18.5491,325796.3924,325796.3924,FTXUS,2020-11-17 22:57:35
2,17562.5,0.4266,0.5688,7492.1625,9989.8344,FTX,2020-11-17 22:57:35
3,17561.5,0.022,0.5908,386.353,10376.1874,FTX,2020-11-17 22:57:35
4,17561.0,10.3446,10.9354,181661.5206,192037.708,FTX,2020-11-17 22:57:35
5,17560.5,0.0937,11.0291,1645.41885,193683.12685,FTX,2020-11-17 22:57:35
6,17559.5,0.9383,19.4874,16476.07885,342272.47125,FTXUS,2020-11-17 22:57:35
7,17558.0,0.125,11.1541,2194.75,195877.87685,FTX,2020-11-17 22:57:35
8,17557.5,0.0593,11.2134,1041.15975,196919.0366,FTX,2020-11-17 22:57:35
9,17557.0,0.0072,11.2206,126.4104,197045.447,FTX,2020-11-17 22:57:35
10,17556.5,0.5451,11.7657,9570.04815,206615.49515,FTX,2020-11-17 22:57:35
11,17556.0,0.1484,11.9141,2605.3104,209220.80555,FTX,2020-11-17 22:57:35
12,17555.5,0.671,12.5851,11779.7405,221000.54605,FTX,2020-11-17 22:57:35
13,17555.0,76.5101,95.9975,1343134.8055,1685407.27675,FTXUS,2020-11-17 22:57:35
14,17554.5,0.0891,12.6742,1564.10595,222564.652,FTX,2020-11-17 22:57:35
15,17554.0,0.8901,13.5643,15624.8154,238189.4674,FTX,2020-11-17 22:57:35
16,17553.5,0.8532,14.4175,14976.6462,253166.1136,FTX,2020-11-17 22:57:35
17,17552.0,0.0097,14.4272,170.2544,253336.368,FTX,2020-11-17 22:57:35
18,17551.5,0.3265,14.7537,5730.56475,259066.93275,FTX,2020-11-17 22:57:35
19,17550.0,62.208,158.2055,1091750.4,2777157.67675,FTXUS,2020-11-17 22:57:35
0,17564.5,0.1422,0.1422,2497.6719,2497.6719,FTX,2020-11-17 22:57:40
1,17562.5,0.4266,0.5688,7492.1625,9989.8344,FTX,2020-11-17 22:57:40
2,17558.5,72.3821,72.3821,1270921.10285,1270921.10285,FTXUS,2020-11-17 22:57:40
3,17558.0,0.022,0.5908,386.276,10376.1104,FTX,2020-11-17 22:57:40
4,17556.5,0.1,0.6908,1755.65,12131.7604,FTX,2020-11-17 22:57:40
5,17556.0,0.1351,0.8259,2371.8156,14503.576,FTX,2020-11-17 22:57:40
6,17555.5,0.671,1.4969,11779.7405,26283.3165,FTX,2020-11-17 22:57:40
7,17555.0,76.5101,148.8922,1343134.8055,2614055.90835,FTXUS,2020-11-17 22:57:40
8,17554.5,0.6635,149.5557,11647.41075,2625703.3191,FTXUS,2020-11-17 22:57:40
9,17553.5,0.9782,2.4751,17170.8337,43454.1502,FTX,2020-11-17 22:57:40
10,17553.0,0.4847,2.9598,8507.9391,51962.0893,FTX,2020-11-17 22:57:40
11,17551.5,0.0891,3.0489,1563.83865,53525.92795,FTX,2020-11-17 22:57:40
12,17550.5,0.8901,3.939,15621.70005,69147.628,FTX,2020-11-17 22:57:40
13,17549.5,0.0001,3.9391,1.75495,69149.38295,FTX,2020-11-17 22:57:40
14,17549.0,95.7813,245.337,1680866.0337,4306569.3528,FTXUS,2020-11-17 22:57:40
15,17549.0,0.3266,4.2657,5731.5034,74880.88635,FTX,2020-11-17 22:57:40
16,17547.5,0.017,4.2827,298.3075,75179.19385,FTX,2020-11-17 22:57:40
17,17547.0,0.923,5.2057,16195.881,91375.07485,FTX,2020-11-17 22:57:40
18,17539.0,0.0099,5.2156,173.6361,91548.71095,FTX,2020-11-17 22:57:40
19,17538.5,97.9797,343.3167,1718416.96845,6024986.32125,FTXUS,2020-11-17 22:57:40
0,17564.5,0.1422,0.1422,2497.6719,2497.6719,FTX,2020-11-17 22:57:40
1,17562.5,0.4266,0.5688,7492.1625,9989.8344,FTX,2020-11-17 22:57:40
2,17558.5,72.3821,72.3821,1270921.10285,1270921.10285,FTXUS,2020-11-17 22:57:40
3,17558.0,0.022,0.5908,386.276,10376.1104,FTX,2020-11-17 22:57:40
4,17556.5,0.1,0.6908,1755.65,12131.7604,FTX,2020-11-17 22:57:40
5,17556.0,0.1351,0.8259,2371.8156,14503.576,FTX,2020-11-17 22:57:40
6,17555.5,0.671,1.4969,11779.7405,26283.3165,FTX,2020-11-17 22:57:40
7,17555.0,76.5101,148.8922,1343134.8055,2614055.90835,FTXUS,2020-11-17 22:57:40
8,17553.5,0.9782,2.4751,17170.8337,43454.1502,FTX,2020-11-17 22:57:40
9,17553.0,0.4847,2.9598,8507.9391,51962.0893,FTX,2020-11-17 22:57:40
10,17551.5,0.0891,3.0489,1563.83865,53525.92795,FTX,2020-11-17 22:57:40
11,17550.5,0.8901,3.939,15621.70005,69147.628,FTX,2020-11-17 22:57:40
12,17550.5,0.7152,149.6074,12552.1176,2626608.02595,FTXUS,2020-11-17 22:57:40
13,17549.5,0.0001,3.9391,1.75495,69149.38295,FTX,2020-11-17 22:57:40
14,17549.0,0.3266,4.2657,5731.5034,74880.88635,FTX,2020-11-17 22:57:40
15,17549.0,95.7813,245.3887,1680866.0337,4307474.05965,FTXUS,2020-11-17 22:57:40
16,17547.5,0.017,4.2827,298.3075,75179.19385,FTX,2020-11-17 22:57:40
17,17547.0,0.923,5.2057,16195.881,91375.07485,FTX,2020-11-17 22:57:40
18,17539.0,0.0099,5.2156,173.6361,91548.71095,FTX,2020-11-17 22:57:40
19,17538.5,0.731,5.9466,12820.6435,104369.35445,FTX,2020-11-17 22:57:40
0,17564.0,0.1422,0.1422,2497.6008,2497.6008,FTX,2020-11-17 22:57:45
1,17562.5,0.4266,0.5688,7492.1625,9989.7633,FTX,2020-11-17 22:57:45
2,17560.5,13.1948,13.1948,231707.2854,231707.2854,FTXUS,2020-11-17 22:57:45
3,17558.5,72.3821,85.5769,1270921.10285,1502628.38825,FTXUS,2020-11-17 22:57:45
4,17557.0,0.022,0.5908,386.254,10376.0173,FTX,2020-11-17 22:57:45
5,17556.5,8.5477,9.1385,150067.69505,160443.71235,FTX,2020-11-17 22:57:45
6,17556.0,0.1351,9.2736,2371.8156,162815.52795,FTX,2020-11-17 22:57:45
7,17555.5,0.671,9.9446,11779.7405,174595.26845,FTX,2020-11-17 22:57:45
8,17555.0,76.5101,162.087,1343134.8055,2845763.19375,FTXUS,2020-11-17 22:57:45
9,17554.0,0.0594,10.004,1042.7076,175637.97605,FTX,2020-11-17 22:57:45
10,17553.5,0.9782,10.9822,17170.8337,192808.80975,FTX,2020-11-17 22:57:45
11,17553.0,0.455,11.4372,7986.615,200795.42475,FTX,2020-11-17 22:57:45
12,17552.0,0.0072,11.4444,126.3744,200921.79915,FTX,2020-11-17 22:57:45
13,17550.5,0.7152,162.8022,12552.1176,2858315.31135,FTXUS,2020-11-17 22:57:45
14,17549.5,0.0001,11.4445,1.75495,200923.5541,FTX,2020-11-17 22:57:45
15,17549.0,95.7813,258.5835,1680866.0337,4539181.34505,FTXUS,2020-11-17 22:57:45
16,17548.5,0.8901,12.3346,15619.91985,216543.47395,FTX,2020-11-17 22:57:45
17,17547.5,0.0097,12.3443,170.21075,216713.6847,FTX,2020-11-17 22:57:45
18,17547.0,0.923,13.2673,16195.881,232909.5657,FTX,2020-11-17 22:57:45
19,17539.0,0.0172,13.2845,301.6708,233211.2365,FTX,2020-11-17 22:57:45
0,17564.0,0.1311,0.1311,2302.6404,2302.6404,FTX,2020-11-17 22:57:51
1,17562.5,0.4266,0.5577,7492.1625,9794.8029,FTX,2020-11-17 22:57:51
2,17560.5,13.1948,13.1948,231707.2854,231707.2854,FTXUS,2020-11-17 22:57:51
3,17558.5,72.3821,85.5769,1270921.10285,1502628.38825,FTXUS,2020-11-17 22:57:51
4,17557.0,0.022,0.5797,386.254,10181.0569,FTX,2020-11-17 22:57:51
5,17556.5,8.5477,9.1274,150067.69505,160248.75195,FTX,2020-11-17 22:57:51
6,17556.0,0.1351,9.2625,2371.8156,162620.56755,FTX,2020-11-17 22:57:51
7,17555.5,0.671,9.9335,11779.7405,174400.30805,FTX,2020-11-17 22:57:51
8,17555.0,76.5101,162.087,1343134.8055,2845763.19375,FTXUS,2020-11-17 22:57:51
9,17553.5,1.0376,10.9711,18213.5116,192613.81965,FTX,2020-11-17 22:57:51
10,17553.0,0.4747,11.4458,8332.4091,200946.22875,FTX,2020-11-17 22:57:51
11,17552.5,0.01,11.4558,175.525,201121.75375,FTX,2020-11-17 22:57:51
12,17552.0,0.1188,11.5746,2085.1776,203206.93135,FTX,2020-11-17 22:57:51
13,17551.5,0.0891,11.6637,1563.83865,204770.77,FTX,2020-11-17 22:57:51
14,17550.5,0.7152,162.8022,12552.1176,2858315.31135,FTXUS,2020-11-17 22:57:51
15,17549.5,0.0074,11.6711,129.8663,204900.6363,FTX,2020-11-17 22:57:51
16,17549.0,95.7813,258.5835,1680866.0337,4539181.34505,FTXUS,2020-11-17 22:57:51
17,17549.0,0.3266,11.9977,5731.5034,210632.1397,FTX,2020-11-17 22:57:51
18,17548.5,0.8901,12.8878,15619.91985,226252.05955,FTX,2020-11-17 22:57:51
19,17547.0,0.923,13.8108,16195.881,242447.94055,FTX,2020-11-17 22:57:51
0,17564.0,0.0719,0.0719,1262.8516,1262.8516,FTX,2020-11-17 22:57:56
1,17562.5,0.4266,0.4985,7492.1625,8755.0141,FTX,2020-11-17 22:57:56
2,17560.5,13.1948,13.1948,231707.2854,231707.2854,FTXUS,2020-11-17 22:57:56
3,17558.5,72.3821,85.5769,1270921.10285,1502628.38825,FTXUS,2020-11-17 22:57:56
4,17557.0,0.022,0.5205,386.254,9141.2681,FTX,2020-11-17 22:57:56
5,17556.5,8.5477,9.0682,150067.69505,159208.96315,FTX,2020-11-17 22:57:56
6,17556.0,0.1351,9.2033,2371.8156,161580.77875,FTX,2020-11-17 22:57:56
7,17555.5,0.681,9.8843,11955.2955,173536.07425,FTX,2020-11-17 22:57:56
8,17555.0,76.5101,162.087,1343134.8055,2845763.19375,FTXUS,2020-11-17 22:57:56
9,17553.5,1.0376,10.9219,18213.5116,191749.58585,FTX,2020-11-17 22:57:56
10,17553.0,0.1484,11.0703,2604.8652,194354.45105,FTX,2020-11-17 22:57:56
11,17552.0,0.0072,11.0775,126.3744,194480.82545,FTX,2020-11-17 22:57:56
12,17551.5,0.445,11.5225,7810.4175,202291.24295,FTX,2020-11-17 22:57:56
13,17551.0,0.0891,11.6116,1563.7941,203855.03705,FTX,2020-11-17 22:57:56
14,17550.5,0.7152,162.8022,12552.1176,2858315.31135,FTXUS,2020-11-17 22:57:56
15,17549.5,0.0001,11.6117,1.75495,203856.792,FTX,2020-11-17 22:57:56
16,17549.0,95.7813,258.5835,1680866.0337,4539181.34505,FTXUS,2020-11-17 22:57:56
17,17549.0,0.8901,12.5018,15620.3649,219477.1569,FTX,2020-11-17 22:57:56
18,17548.5,0.3266,12.8284,5731.3401,225208.497,FTX,2020-11-17 22:57:56
19,17547.0,0.923,13.7514,16195.881,241404.378,FTX,2020-11-17 22:57:56
0,17564.0,0.0719,0.0719,1262.8516,1262.8516,FTX,2020-11-17 22:58:00
1,17562.5,0.4266,0.4985,7492.1625,8755.0141,FTX,2020-11-17 22:58:00
2,17558.5,72.3821,72.3821,1270921.10285,1270921.10285,FTXUS,2020-11-17 22:58:00
3,17557.0,0.022,0.5205,386.254,9141.2681,FTX,2020-11-17 22:58:00
4,17556.5,0.19,0.7105,3335.735,12477.0031,FTX,2020-11-17 22:58:00
5,17555.5,0.671,1.3815,11779.7405,24256.7436,FTX,2020-11-17 22:58:00
6,17555.0,77.5896,149.9717,1362085.428,2633006.53085,FTXUS,2020-11-17 22:58:00
7,17554.5,0.01,1.3915,175.545,24432.2886,FTX,2020-11-17 22:58:00
8,17554.0,0.445,1.8365,7811.53,32243.8186,FTX,2020-11-17 22:58:00
9,17553.5,0.9854,2.8219,17297.2189,49541.0375,FTX,2020-11-17 22:58:00
10,17553.0,0.1187,2.9406,2083.5411,51624.5786,FTX,2020-11-17 22:58:00
11,17550.0,0.8901,3.8307,15621.255,67245.8336,FTX,2020-11-17 22:58:00
12,17549.5,0.0001,3.8308,1.75495,67247.58855,FTX,2020-11-17 22:58:00
13,17549.0,95.7813,245.753,1680866.0337,4313872.56455,FTXUS,2020-11-17 22:58:00
14,17547.5,0.0097,3.8405,170.21075,67417.7993,FTX,2020-11-17 22:58:00
15,17547.0,0.923,4.7635,16195.881,83613.6803,FTX,2020-11-17 22:58:00
16,17539.0,0.0099,4.7734,173.6361,83787.3164,FTX,2020-11-17 22:58:00
17,17538.5,97.9797,343.7327,1718416.96845,6032289.533,FTXUS,2020-11-17 22:58:00
18,17538.5,0.731,5.5044,12820.6435,96607.9599,FTX,2020-11-17 22:58:00
19,17537.5,117.0845,460.8172,2053369.41875,8085658.95175,FTXUS,2020-11-17 22:58:00
0,17564.0,0.0671,0.0671,1178.5444,1178.5444,FTX,2020-11-17 22:58:05
1,17562.5,0.4266,0.4937,7492.1625,8670.7069,FTX,2020-11-17 22:58:05
2,17560.5,14.4195,14.4195,253213.62975,253213.62975,FTXUS,2020-11-17 22:58:05
3,17558.5,72.3821,86.8016,1270921.10285,1524134.7326,FTXUS,2020-11-17 22:58:05
